True Sentences,Generated Sentences
Eq. (1) should be defined.,the proposed method are well-defined and explained clearly.
"CAD-based models, this could be a very hard task in real scenarios, where noisy point clouds could be considered with a variation of points in the representation.","While this can be an easy task for synthetic scenarios and controlled datasets, it may pose challenges for real-world applications where such dense correspondences are not readily available."
"unseen identities could be the result of a simple linear combination of seen ones, i.e., the unseen motions are really seen ones. I would like to know as the authors can guarantee that division with no additional analysis.","In my opinion, this should be clarified in the paper. How was that done? Note that some additional details on the selection criteria for these sequences would improve the clarity of the experimental setup."
"checking the corresponding image. Maybe the authors could include the corresponding ground truth mesh, or color-based representation where every color displays a different error.","The authors claim their solution produces visibly the best results. I disagree with that. That conclusion is not actually easy, after closely examining the visual results, as the differences between methods are subtle and subjective."
"outperforms, in both quantitatively and qualitatively, the competing approaches.",still shows a clear improvement in terms of quantitative metrics and generalization to unseen deformations.
interpret a bit more the learned deformation priors. My doubt is the deformation priors could be just an algebraic representation with no meaning. Could the authors help me with this question?,"In that case, my question is: could the proposed method obtain the deformation? This could help us to understand the robustness of the method in handling unrealistic or extreme user inputs."
the full mesh by a real vision sensor that means the mesh includes noisy and partial observations).,real-world animal movements or poses) to further test the generalization capabilities of the method.
"explored yet, but seems an important problem for real-world applications.", sufficiently explored in prior works.
"algorithm-agnostic formulation and evaluation. The difference between CQL and H2O is dynamics-gap-based reweighting $\omega(s, a)$ compared to CQL(\mathcal{H}), which uses uniform action distribution for the weighted sum of $\exp(Q)$."," adaptive mechanisms for handling dynamics gaps in offline datasets, which could offer a more generalized solution for hybrid RL."
well-structured and easy to follow., well-written and clear.
because H2O is only tested on HalfCheetah (Table 1)., to specific environments and tasks.
"(dynamics-changed) agents as target tasks. I'm not sure why the authors flip the settings, and whether H2O works in a reverse setting. In my opinion, even if we could not model the real-world dynamics perfectly, we might use the best-efforted simulator for training. So the setting in DARC[1] seems more likely than that of this paper in the real-world problem."," dynamics or corrupted environments are used as target tasks, which might lead to different interpretations of sim-to-real transfer effectiveness."
"(Section 4.4) $P_{\mathcal{\hat{M}}}$, with Gaussian distribution as typical model-based RL method did. So it seems a straightforward but effective approach to model simulator ""source"" dynamics $P_{\mathcal{M}}$ with Gaussian distribution."," and could potentially bypass the need for such estimations, simplifying the approach."
"of other baselines, such as CQL and DARC(+). As far as I checked Appendix, there are no additional details.", of additional baselines for a more comprehensive comparison.
which might be valuable to prove the proposed method might be directly connected to real-world application., demonstrating the practical applicability of the proposed framework.
"domain. Since IsaacGym has a well-designed dynamics-parameter-randomization [3], and such simple parameter-randomized training helps the agent to successfully deal with real-world dynamics [4]. It might be beneficial to include such dynamics randomization as a baseline."," domain, which differs from traditional sim-to-real setups where the source domain is often a more realistic simulation."
"choice of $\omega(s,a)$ in H2O is also a heuristic. So randomized dynamics training might be a fair comparison against H2O.", proposed method could benefit from a more detailed comparison with domain randomization techniques.
Training for Transfer with Domain Classifiers. 2021., Tackling Dynamics Gaps in Sim-to-Real Transfer.
Reward Augmentation in Offline Reinforcement Learning. 2022., Reward Adjustment for Offline RL.
GPU Based Physics Simulation For Robot Learning. 2021., Physics Simulation for RL.
for General In-Hand Object Re-Orientation. 2021., for Efficient Sim-to-Real Transfer.
models using in-place layer compute. The paper tackles an important problem,models by reducing memory footprint and increasing throughput.
on diagrams could improve clarity of the paper,But improvements could be made in the explanation of certain technical details.
first paper to analyze transformer training memory footprint,first work to explore memory footprint optimizations for Transformer-based models.
for training thus the method lacks originality,and has been applied in other contexts before.
be added to strengthen the paper,strengthen the claims made in the paper.
well organized and well written.,well-written and clear.
of SOTA MTL methods as regularization methods.,on the performance of SMTOs in MTL.
raise valid concerns regarding the evaluation and experimental methodology in the MTL literature.,demonstrate that unitary scalarization is competitive with more complex methods.
MTL methods through the lens of regularization.,MTL optimization techniques are provided.
"(or uses other approaches to scale the computation), hence resulting in only a small increase of runtime.",but this paper shows that simpler methods can achieve similar results with less computational cost.
"While interesting and novel, it appears to provide only a partial explanation.",The authors should provide more empirical evidence to support this claim.
comparisons and evaluation on more relevant benchmarks:,details regarding hyperparameter tuning and model selection.
"strong MTL approaches [1,2,3] that show large performance gains w.r.t unitary scalarization.","works that show improvements in MTL performance, such as [1] and [2]."
methods (for example in terms of mIoU). This might suggest that all methods are under-optimized.,"considered metrics, which raises questions about the generalizability of the current findings."
"task improvement (compared to STL), used in previous MTL literature [1,2,3].","improvement across tasks, rather than absolute performance."
as the early stopping criterion? Metrics have different scales and meanings. A good approach is using the relative task improvement as the stopping criterion.,for model selection? This needs to be clarified to ensure fair comparisons.
"early, so it’s hard to learn something meaningful about the optimization dynamics. (iii) Finally, the Cityspcaes dataset consists of only two tasks that were shown to benefit each other in previous works. Hence, we cannot learn from it about optimization with a large number of possibly conflicting tasks.",too early to draw meaningful conclusions about the long-term behavior of the methods.
11 tasks (used in [1]) and the NYUv2 dataset with 3 tasks (commonly used through MTL lit.).,a larger number of tasks and more complex data structures.
a Bargaining Game. ICML 2022.,a regularization technique.
for Multi-task learning. NeurIPS 2021.,for multi-task learning.
in Multitask Learning. ICLR 2022.,in multi-task learning.
"than static, which is a less exposed area;","than static graphs, which is a notable improvement."
strong and support the method;,"convincing, showing significant improvements over baselines."
graph filter (not of all the method) are given;,"temporal polynomial graph are provided, which adds rigor to the method."
graphs; while later on discusses that there exist prior work on learning over time-varying graphs;,"graphs, while similar approaches have been explored in prior works."
"for MTS; hence, the specific contribution of the paper is unclear and not well positioned, consequently, its novelty is lower than claimed.","and dynamic graph learning, which could provide a more comprehensive context for the contributions."
"bypassing any discussion related to causation; hence, limitations of the approach are not thoroughly discussed;",without considering other potential factors that could influence prediction accuracy.
rather focused on the graph filter but not of the overall solution;,do not directly address the core challenges of dynamic graph forecasting.
encoder with all the dynamics or from the non-graph based decoder.,"approach or from other architectural choices, such as the temporal attention mechanism."
surfaces/objects is an important direction for the NeRF field.,"objects is a challenging task, but CageNeRF provides a novel approach to address this."
parametrization and tackles e.g. aliasing issues well.,solution that leverages cage-based deformation to manipulate implicit neural representations.
"animation. CageNeRF performs worse but close enough in my opinion, considering that it is a general method.","models, and the results show that CageNeRF performs comparably, though with some limitations in geometry estimation."
written in good English.,well-written and provides a clear explanation of the proposed method.
"steps in many places, see below in Questions.","details regarding the implementation of the cage deformation, which could benefit from further clarification."
deformations would show that what the method does goes beyond what an anisotropic matching of the object bounding boxes could do. I don't believe the deformation transfer results are sufficient evidence that deformation transfer actually works with the method.,"geometries or more complex structures should be explored to better demonstrate the generalization capabilities of the proposed method, as the current examples do not fully showcase the potential of CageNeRF."
two sequences). That leaves the door wide open for cherry-picking a few good indices. Averages (and standard deviations) across the entire sequences should be reported.,"a limited number of objects), which raises concerns about the comprehensiveness of the evaluation."
generalize well to deformed target poses that lie far away from the training data.,"always produce geometrically accurate results, especially for complex or highly detailed objects."
"adequate, taking into account scenarios with different federal settings",comprehensive and well-documented.
simple and achieves good results,rigorous and systematic.
"the method proposed in this paper, and also performs knowledge distillation locally",FedCurv and other regularization-based methods.
in Federated Learning[C]//Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition. 2022: 8397-8406.,in Federated Learning and its Impact on Global Model Performance.
"theoretical guarantees for the popular Thompson sampling algorithm. Since model-based RL algorithms in continuous-time are still lacking within machine learning, I very much appreciate this work.","In my opinion, this paper solidly develops a novel theoretical framework for Thompson sampling in continuous-time diffusion processes."
"the intuitive implications of the bandit analysis, which is normally filled with hard-to-understand mathematical intricacies.",I appreciate that the authors discuss the technical challenges involved in continuous-time RL.
"worst-case regret than the existing RL policies, thanks to its informed exploration."", which is a bit far stretched, as this work only compares one other algorithm to this Thompson sampling strategy.",worst-case regret than existing policies could be better supported with more detailed empirical comparisons.
"unsurprisingly very old. This goes back to the more than 50-year-old works of Feldbaum [2] and is since then been discussed within the control community. This topic, which in principle optimally solves the problem has to be discussed within the related work.",Theory discussing simultaneous optimal estimation and control is highly relevant to the problem at hand and should be acknowledged more thoroughly.
"to the HJB equation numerically using the finite difference method. This would result in a control strategy that Bayes-optimally selects the actions and hence, balances exploration and exploitation optimally.","For example, there are very simple dual control problems, see, e.g., [3], where one could try to find the solution using the proposed methods."
that this paper is a solid contribution to the community.,that this paper makes a significant contribution to the field.
"control and estimation. Courier Corporation, 1994.",Control and Estimation.
"theory. I."" Avtomatika i Telemekhanika 21.9 (1960): 1240-1249.","theory and its applications."""
"a simple Bayesian system."" International Journal of Electronics 13.2 (1962): 165-177.","linear systems with unknown parameters."""
"sampling complexity is interesting, and to my knowledge it is original.",the sample complexity is quite innovative and well-executed.
"This is the main contribution of this paper, which substantially improves the sampling complexity.",It provides a clever way to reduce the bias in the entropy estimation.
"supported by theoretical results, which is comprehensive and convincing.",well-supported by rigorous proofs and detailed analysis.
"straightforward, while probably to be implementable by scratch, further details are required (e.g., a deeper explanation of the architecture implementation, fewer pointers to different papers for details)",well-structured and addresses key challenges in non-rigid registration effectively.
The attached video gives a nice insight into the low-to-high frequencies deformation.,The qualitative examples demonstrate the method's robustness.
shapes (Figure 6) is not convincing in terms of structural preservation of the shapes (the left-most example shows that A's chest is mapped to B's belly).,"shapes is the shape transfer example, which lacks detailed quantitative analysis."
"scale factor, but no quantitative results are provided in this case. No analysis of different amounts of point clouds partiality or computational scaling at the different number of points.","outlier rejection mechanism, but no thorough evaluation of its effectiveness is shown."
of of multiple scans',cost' should be clarified.
help to preserve' -> helps,helps' would be more appropriate.
alternative than [6] since it overcome some LBO limitations in the point coluds setting,reference for the context of coherent point drift.
"embedding, Marin et al., 2020",features would be a more relevant citation.
"acceptance. For the final version, I suggest including in the main manuscript the feedback about the method limitations.",acceptance with minor revisions.
"compared to 128 samples per ray in NeRF). However, on the other hand, it still requires a dense sampling of density network in the first stage, and as such the overall rendering efficiency is only slightly, if at all, improved without sacrificing performance.",The proposed method is well motivated and indeed effective in that it does significantly reduce the sampling rate of colour network (8 to 32 samples per ray).
"should be cited and compared to, these include faster NeRFs:",the authors should include more references to provide a comprehensive overview of the field.
Wetzstein. 2021. Autoint: Automatic integration for fast neural volume rendering,Wetzstein. 2021. 'AutoInt: Automatic Integration for Fast Neural Volume Rendering.'
"Moo Yi, and Andrea Tagliasacchi. 2021. Derf: Decomposed radiance fields.","Moo Yi, and Andrea Tagliasacchi. 2021. 'DeRF: Decomposed Radiance Fields.'"
and Julien Valentin. 2021. FastNeRF: High-Fidelity Neural Rendering at 200FPS,and Julien Valentin. 2021. 'FastNeRF: High-Fidelity Neural Rendering at 200FPS.'
and Angjoo Kanazawa. 2021. Plenoctrees for real-time rendering of neural radiance fields.,and Angjoo Kanazawa. 2021. 'PlenOctrees for Real-time Rendering of Neural Radiance Fields.'
KiloNeRF: Speeding up Neural Radiance Fields with Thousands of Tiny MLPs.,'KiloNeRF: Speeding up Neural Radiance Fields with Thousands of Tiny MLPs.'
"sampling, that may be worth citing as well:",rendering that should also be cited.
Wang. 2021. NeuS: Learning Neural Implicit Surfaces by Volume Rendering for Multi-view Reconstruction.,Wang. 2021. 'Neural-Pull: Learning Signed Distance Functions from Point Clouds by Learning to Pull Space onto Surfaces.'
Unifying Neural Implicit Surfaces and Radiance Fields for Multi-View Reconstruction.,'Unifying Neural Implicit Surfaces and Radiance Fields for Multi-View Reconstruction.'
"only includes two training sampling rates, what are the results for 1,2,8,16 samples per ray?",should include more diverse datasets to better demonstrate the generalizability of the proposed method.
"to exisitng approaches, we achieve more computational efficiency by exploiting the low-rank structure of gradients that is present in minibatch training.","In contrast to previous methods, PROJUNN-D and PROJUNN-T offer efficient low-rank updates that significantly reduce computational complexity."
"the batch size ( times sequence length for RNN), increasing the computational complexity even more.","the full matrix size, while still achieving competitive performance."
"among existing work, clearly stating advances and differences.",in the context of prior unitary and orthogonal neural network methods.
"This may allow users more control about properties of the linear operators that have been linked to generalization in deep networks like spectral norm, stable rank or eigenvalue decay.","This approach improves runtime efficiency, especially for large filters and many channels, while maintaining stability."
Unfortunately the CNN code was not available in time for the review,This will help researchers and practitioners easily adopt the proposed methods.
"performance, not benefits in applications where this technique is strictly required","efficiency, particularly in high-dimensional settings."
kernel function is impressive and reduces the complexity significantly.,"kernel function is an interesting approach, and the authors have demonstrated its effectiveness in reducing computational complexity while maintaining accuracy."
paper is clear and easy to follow.,"paper is generally clear, but there are some sections where the explanation could be more concise and focused, particularly in the theoretical analysis."
"example, for the citation networks, we have well-established benchmark setup in the community. The setup used in this paper is different, and the results of the baselines are not consistent with prior works. For example, on Citeseer, the accuracy of JKNet (~72) is much lower than GCN (~76), which indicates that the reproduced results of baselines might not be convincing.","a more comprehensive evaluation, it would be beneficial to include additional well-established benchmarks, such as those used in prior GNN and Transformer-based models, to better contextualize the performance of NODEFORMER."
"authors, my original concerns are addressed.","the authors, I appreciate their clarification on the scalability and the choice of datasets, but I still believe that including more diverse benchmarks would strengthen the empirical validation."
"of recruitment (as opposed to single-batch and soft-constrained setting considered in this paper). However, most of the evidence for this seems to be anecdotal, maybe it could be supported with more references.",I especially like the explanation of why the sequential and hard-constrained setting studied previously in the literature fails to capture the more practical complexities of real-world recruitment scenarios.
"candidates). However, it is not discussed when would one strategy/penalty function would be preferred to the other. While a one-sided penalty function seems natural to me, it would have been nice to have examples where under-recruiting would require explicit penalty (on top of the opportunity cost of not recruiting as many candidates as possible).","In particular, a practical strategy is proposed for both a two-sided penalty function (where recruiting fewer candidates than targeted is penalized explicitly) as well as a one-sided penalty function (where recruiting fewer candidates is not penalized explicitly, but it would implicitly lower the total quality of the recruited pool, thus indirectly affecting the outcome)."
paper; I have put my questions regarding the experiments below.,"While they provide some validation of the theoretical results, they could benefit from more real-world data or comparisons to existing methods."
to make training better without the added cost of methods like SAM.,to reduce the computational overhead of sharpness-aware training.
"to baselines is good. Moreover, this is without the cost.",to SAM shows that SAF and MESA outperform SAM with faster training speeds.
forward pass through both the EMA weights and the standard weights. Doesn't this require two forward passes where there was previously only one?,"memory-efficient strategy using EMA, but the exact computational cost breakdown is unclear."
name of SAF because there is an additional memory overhead (minor),"title, as SAF still incurs some computational overhead, albeit minimal."
Equation 8 is not well motivated and I did not see where the KL came from.,how the trajectory loss directly substitutes SAM's sharpness measure needs more clarification.
"Modern ResNets, e.g. with techniques from the timm library which is the library used in this paper can get to 80% accuracy (https://arxiv.org/pdf/2110.00476.pdf). Are the methods presented in this paper additive with these modern approaches?","The training settings for SAM and SAF should be more clearly aligned to ensure a fair comparison, especially regarding batch sizes and learning rates."
"and the notion of tangent residual and the choice of potential functions for convergence analysis are novel. Hence, I think the originality is sufficient.", and the introduction of the tangent residual is a novel contribution.
"look reasonable to me, but it seems that the numerical evidence can be stronger if the authors compute for more iterations in the experiments and plot the potential function value and the performance measures in Appendix J. (see my final question for detail)."," are missing, which would have strengthened the paper by providing empirical validation of the theoretical results."
behind some notions could be clarified as elaborated in my questions., behind the results is well explained.
"convergence rate in constrained smooth monotone games, which also matches the lower bound.", convergence rate for constrained smooth monotone games.
"variable-rate image compression, is addressed.", the proposed method addresses the challenge of variable-rate image compression by introducing selective compression of latent representations.
method seems to work well.," the proposed method demonstrates comparable or superior coding efficiency to existing methods, particularly at low bit rates."
"[Li'18], although it was not used for variable rate compression. Furthermore, the added value of the selective compression seems to be limited, especially for advanced base models like the context model [7]. In fact, it will be necessary to show the effectiveness of the proposed method on more recent models like [11, 13, He'21, Gao'21, Qian'21]."," in previous works such as [Li'18], [He'21], and [Gao'21], where importance maps are used for spatially adaptive compression, but the proposed method extends this by introducing a channel-wise adjustment mechanism for variable-rate compression."
"networks for content-weighted image compression,"" CVPR 2018"," neural networks for image compression"" also utilizes importance maps, but focuses on spatial importance rather than the channel-wise selection proposed here."
"for efficient learned image compression,"" CVPR 2021"," for efficient image compression"" similarly uses importance maps, but their approach is more focused on context modeling rather than selective compression."
"attentional multi-scale back projection and frequency decomposition,"" ICCV 2021"," multi-scale feature learning"" also employs importance maps, but their method is more focused on multi-scale feature extraction rather than selective compression."
"with global reference for image compression,"" ICLR 2021"," with importance maps"" also uses importance maps, but their focus is on improving entropy modeling rather than selective compression."
to be compared against different ways to accomplish variable rate encoding in the previous studies.," to include a more detailed comparison with methods such as [19, 20, 23, 24, 25] in terms of both coding efficiency and decoding time."
the text in Section 4.1. It is suggested to summarize them as a table.," the tables, and it would be helpful to provide a clearer summary of the key findings in the main text."
"of rigid-body simulation, I'd argue the method doesn't actually tackle any issue that make rigid-body simulation a hard problem, such as collision between complex object shapes, frictional contact, or even 3D rotation for objects with nontrivial inertial tensor.","However, while the paper is motivated by the challenges of modeling more complex systems like articulated rigid bodies, it doesn't fully address the limitations of existing methods."
"method which have an explicit formulation for it (e.g. LNN/HNN), end-to-end learned models (such as plain GNNs) can learn the effect from data and neighborhood relations and (b) the effect disappears in the limit of small edge lengths.","The non-diagonal mass matrix and inertial tensor is (a) only a problem for systems with complex topologies or non-uniform mass distributions, which are not the focus of this paper."
"to infer from geometry. Normally you'd want a learned method to do the opposite, i.e. learn complicated interactions/friction models that may be hard to measure for real systems, and manually encode the known priors. The only case I could think of where the proposed approach would be useful is for inferring non-trivial mass distributions which may not be visible (say, on a drawbridge made from composite anisotropic material); but those use cases would need to be demonstrated.","However, it's worth noting that properties such as length preservation, generalization that the paper shows stem from the fact that very little is learned here; all the constraints (segment length constraint, friction, drag etc.) are manually encoded, only inertial dynamics are learned, and those equations are both universal, and quite straightforward to derive from first principles."
"it adds. It could be extended into a much stronger paper by showing how any of the harder aspects of rigid simulation can be tackled, or how the tricky bits (e.g. constraints, friction, ...) can be learned.",the paper in its current form is overclaiming its contributions (rigid dynamics) and quite limited in what it actually demonstrates.
"and the forward propagation is sparsified. I think this is a fundamental problem and unless the discussions around training costs are corrected, it should not be published. Otherwise it will again mislead the community. If this issue can be corrected, I am happy to raise the rating score to be positive.", due to the inherent need for dense gradient computation in certain parts of the network.
only finally cares about the gradient to weights. I raise the score., The gradient calculation to auxiliary parameters is handled differently in this work.
"to even give any kind of explanation for why progressive sharpening might occur. (Actually, it was not even previously known that 2-layer linear nets can exhibit progressive sharpening.)","to rigorously analyze the dynamics of sharpness in this setting, providing a theoretical foundation for the phenomenon."
"network), instability causes the sharpness to decrease. (The catapult paper includes a handwavy explanation for this phenomenon, but not a literal proof.)","network), the sharpness increases progressively during training, which is a significant contribution to the understanding of optimization dynamics."
"that after the first few cycles of instability, there are a huge number of 'anomaly points' (steps where the change in the sharpness is not positively correlated with the change in last-layer weight norm). Second, I would point out that ""all layers seem to work together to influence the sharpness,"" as the authors write.","that the sharpness and weight norm do not always change in the same direction, which weakens the generalization of the results to more complex architectures."
"the inner product between the residual and the predictions) while deferring the complete proofs to the appendix. Then, _after_ discussing the two-layer linear network analysis, you could mention that some of the patterns might carry over to general networks. The authors are of course free to take or leave this advice, but I think that this restructuring would make the paper more compelling.","dominated by the output layer norm), while relegating the more technical details to the appendix for readers who are interested in the full derivation."
proposed in the paper is novel and is not discussed in previous work in equivariance. This problem deserves more exploration and attention.,and the paper addresses this by introducing Partial G-CNNs that learn to adjust equivariance levels based on the data.
method to obtain the output domain by learning the probability distribution over the group is novel.,authors provide a clear explanation of how partial equivariance is achieved.
in the paper help audience understand the paper easily.,are helpful in illustrating key concepts.
"combination. Could the authors show more experiments on the group other than SE(2), E(2), or the flipping group?","combinations of these groups, which is a novel contribution."
$u$ is in G? How to get $v^{-1}$ and how does it act on the group element? Correct me if I'm wrong.,how does this relate to the lifting convolution? A clearer explanation would be helpful.
"the whole group, and if we don't do pooling over the group dimension, then the transformation information is kept; for example, here, the permutation of features for ""6"" and ""9"" are different, which also can help the network to classify 6 and 9.","the entire group, and it would be interesting to see how Partial G-CNNs compare in terms of performance and computational efficiency."
figure and the table. I suggest the authors could check the misalignment.,"appendices, which should be corrected."
"Adding noise to neural nets has been studied in existing literature, but its covering number result is original.","The authors introduce a novel approach by incorporating noise into the composition of function classes, which is a fresh perspective in the field."
"I briefly checked the proof, it looks sound to my best knowledge.",the theoretical results seem sound and are backed by rigorous proofs.
this paper overall is very clear.,"the presentation is clear, but it may be challenging for readers unfamiliar with the technical background."
us understand the effect of noise in deep learning.,"in providing tighter generalization bounds, which is a significant contribution to the field."
bounded activation function. This limits the applicability of the proposed theory.,"bounded activation functions, limiting its applicability to ReLU networks."
"agents, showing that it is still possible to achieve $\mathcal O(\sqrt{MdT})$ total regret even with adversaries.",good agents in a collaborative linear bandit setting.
to usual phase elimination algorithms (where there is no adversaries).,to standard phased elimination algorithms.
by showing both $\sqrt{MT}$ and $\alpha \sqrt{dT}$ factors are unavoidable.,by providing a matching lower bound.
generalizations (collaborative GLMs and CLBs with adversaries) while achieving near-optimal regret.,generalized linear and contextual bandit settings.
efficient as it builds on phased elimination.,expensive to implement.
assumed to be independent Gaussians.,Gaussian.
from NLP has been adapted.,"Number of key models discussed in the paper include autoencoding, causal sequence modeling (CSM), Sequence-BERT, and Network-BERT."
used many a datasets out there to predict something useful as in autism or depression as a downstream task.,"The pretext tasks don't have anything particular to tie them to predicting brain states. The authors could have explored more domain-specific tasks that directly relate to mental state decoding, such as tasks that focus on specific brain regions or cognitive processes."
the rest? No investigation on this has been attempted.,"Why did causal models have to perform better than the other models? The paper does not provide a clear explanation for this, and further analysis is needed to understand the underlying reasons."
"authors also test a variety of different offline dataset compositions, changing the proportion of data that is medium-replay (MR), replay (RP), and medium-expert (ME).",The authors compare against strong baselines: TD3+BC (a state-of-the-art single-task offline RL method) and two multitask RL methods (PCGrad and Soft modularization). The comparison is thorough and provides a clear understanding of how their method performs relative to existing approaches.
much of the benefit comes from Skills Regularized Task Decomposition and how much comes from Imaginary Demonstrations.,The authors split up their method into SRTD and SRTD+ID. This is helpful to help understand how each component of their approach contributes to the overall performance.
exposition for a new method and show that it outperforms strong baselines from prior work.,"Overall, I think multitask offline RL is relevant to the community. The authors give clear motivation for addressing the challenges of heterogeneous datasets in this context."
top of the SRTD(+ID) embeddings. It would be helpful if the authors could fit this into the main text.,"It is only in the appendix that the authors actually describe how they train an RL agent on the specific environments used in their experiments, which could be more prominently discussed in the main text."
authors included in the main text more qualitative information about the MT10 tasks and why they are interesting.,The authors don’t motivate MT10. Why are the tasks in MT10 interesting? It would be helpful if the authors provided more context on why MT10 is a suitable benchmark for evaluating their method.
commonality of tasks.” I don’t fully understand this explanation and think it would be helpful if the authors elaborated on it.,"At line 243, the authors write: “It is because TD3+BC and PCGrad explore the orthogonality of tasks and SoftMod exploits the commonality of tasks.” This explanation is insightful but could benefit from further elaboration on how these methods differ in handling task relationships."
is interesting and under-explored.,is well-motivated and addresses a practical challenge in long-tailed recognition where the test class distribution is unknown.
justify the effectiveness of the proposed method.,demonstrate the effectiveness of the proposed method across various datasets and test class distributions.
clear and easy to understand.,"clear and easy to follow, with well-structured sections and detailed explanations."
"models was also explored in [3] though the studied problem is different. Second, **the** **Test-time Self-supervised Aggregation** simply a re-weighting of three models. The key contribution might be the prediction stability maximization, but optimizing this objective does not ensure to obtain the optimal weights.","experts has been explored in previous works, such as RIDE and ACE, which also focus on ensemble learning for long-tailed recognition. The novelty of the proposed method lies more in the self-supervised aggregation strategy rather than the expert learning itself. However, the contribution of this aggregation strategy could be further clarified and distinguished from existing test-time training methods."
"are accessible at once. However, in many applications, the assumption is not satisfied.","is available at once, which limits its applicability in real-world scenarios where test data may arrive in a streaming or online fashion."
Test-time Self-supervised Aggregation has to be performed at each test time.,"use of multiple experts and the additional test-time training phase increase the overall computational burden, which may not be feasible for resource-constrained applications."
Table 9 are not the best results.,"the tables are inconsistent, which could be confusing for readers when comparing results."
Self-paced knowledge distillation for long-tailed classification,A survey of ensemble methods and their applications in long-tailed recognition.
routing diverse distribution-aware experts,ensemble learning: A review of recent advances and challenges.
Minimization for Unbiased Long-tailed Classification,Minimization: A comprehensive study on domain adaptation and its relevance to long-tailed recognition.
"independency assumptions, however, this does not seem to negatively affect the performance of the models.",One weakness could be that they make strong assumptions about the independence of features in the pre-activation space.
using ensembles of activation functions. This is an interesting contribution as previously (MaxOut) would significantly increase the number of weights in order to have the same number of outputs.,They achieve this without significantly adding more parameters by leveraging efficient approximations of Boolean logic operations in logit-space.
and the exposition is clear.,and presents a novel approach to streaming radiance fields for dynamic scene reconstruction.
motivated within the context of local changes in adjacent dynamic video frames.,leverages the local continuity between adjacent frames to improve training efficiency.
contribution of the paper and a useful construct for dynamic video representation.,and effective method for reducing storage overhead without sacrificing rendering quality.
"on the impact of coupling the pilot model approach with the narrow-band tuning. Given the dynamism of the scene and the arbitrary position of the target viewpoint, it is not difficult to imagine that full scale training is qualitatively superior to a multi-scale approach that might suffer from loss of detail.","on how the pilot model guidance affects the overall rendering quality, especially in terms of potential artifacts or loss of high-frequency details, and whether it introduces any trade-offs in terms of visual fidelity."
is an important and challenging one., is well-motivated and addresses a critical challenge in modern VLSI systems.
and brings performance improvement over previous approaches., and leverages state-of-the-art reinforcement learning and generative models.
"subtle by adopting a different state definition, and it's not clear how such minor extension leads to better performance observed in experiments.", incremental and does not introduce significant innovations beyond handling mixed-size macros.
"is a joint design, I suggest to perform more evaluations of the proposed approach as a whole to compare with the best combination of existing placers and routers."," is the integration of placement and routing into a unified neural pipeline, more emphasis should be placed on evaluating the combined performance of both modules."
"Table 1, Table 3 and Table 4."," the experimental results, which makes it difficult to assess the statistical significance of the reported improvements."
is very common in practice.,is well-motivated and clearly articulated in the paper.
"distribution shift, when the test distribution cannot be observed in advance, is quite reasonable.",robustness to handle different degrees of distribution shift is innovative and promising.
only limited to a toy environment.,sound and provides valuable insights into the performance of the proposed method.
"the reward function. However, different tasks usually differ in both reward and transition functions.","latent variables, which may limit its applicability to more complex task distributions."
"this MAB method, perhaps by considering some uni-modality properties of this special MAB problem(Is it possible to approve that?).",the efficiency of this selection process by incorporating more sophisticated exploration-exploitation strategies.
a relevant research topic that gets more and more attention.," interesting and novel, particularly in the context of CG."
(cutting stock problem and vehicle routing problem with time windows)., (CSP and VRPTW) in terms of both iterations and time.
"1, it clarifies a lot.", 3 as it clearly shows the performance comparison.
"is on the adaptation of column generation to RL, but I do think one or two paragraph with an equation would help a lot."," is on the application to CG, but more clarity on the RL mechanics would be helpful."
"is important to explain your method, it should appear in the main paper."," figure is important, it should be included in the main text."
I think a good Figure 1 showing your method could help a lot., More diagrams or flowcharts could help clarify the methodology.
in-context learning and in-weight learning is novel.,The study of interaction between architecture and data distribution is well explored in this paper.
that lead to in-context learning is important.,The inquiry into the reason why transformers exhibit in-context learning is thoroughly investigated.
pages right? Lines 314-317 appear in page 10.,"Formatting: The page limit is 9 pages, and the paper adheres to this requirement."
"learning, and burstiness, lack quantified definitions. Please refer to my comments below.","Three key concepts discussed in this paper, in-context learning, in-weight learning, and data distribution, are clearly defined and explored."
quite well. They also provide tight regret bounds using the new quantity.,by showing its relevance in contextual bandits with non-i.i.d. contexts.
for future. It would be better if they can add more discussion on this.,"for future work, focusing instead on the theoretical framework."
"unknown noise distributions are common in real-world applications, where this work helps to understand the effect of these algorithms under mismatched noise.","Settings with mismatched noise statistics are rigorously analyzed, providing new insights into their impact on inference performance."
corroborate the results of this paper and shed light on the points of discussion.,demonstrate the surprising behaviors of the mismatched estimators.
of this paper is clear.,are clear and well-structured.
"which is a step up from the analysis in [71] of mismatched Gaussian SNR, but might not suffice for this venue. Would consider raising the score if this concern is properly addressed.","This paper analyzes two existing algorithms with mismatched spherically symmetric noise, but the novelty of the results may be limited to a niche audience in the field of random matrix theory and statistical physics."
analyses would be of interest to a limited community.,"The paper presents a well-structured and thorough investigation of diagonal state space models (SSMs), particularly the S4D method, which simplifies the original S4 model while maintaining competitive performance."
intensive and well organized.,"comprehensive and cover a wide range of tasks, including image, audio, and medical time series benchmarks."
"of the proofs, the discussion around Theorem 2 is interesting.","of the mathematical derivations, the theoretical analysis appears sound and is supported by empirical results."
